edades,tecnologia,eficacia,convivencia
48,70.54713165337208,41.25139501099059,82.1924472041002
51,61.223887414421625,53.78348925109833,82.44991823897496
56,57.715724607324006,65.42414852043447,85.5795363821071
53,61.42491693470865,52.162746154974,86.6922993117397
52,68.06838671459533,63.32817354235618,86.77653005753545
55,62.171670442939075,64.25653781324255,86.27848249525279
51,67.9285055878957,53.236099004074475,84.1715805592778
52,62.54915900257902,60.544973522801826,86.11652916566212
46,72.68181323823018,47.46996595575081,80.54915078784109
52,68.5318202684826,53.036058538497514,84.18552281496224
51,69.19024257732445,54.02852511460364,83.94193903857635
48,66.04973901392768,33.215402454923264,81.19279045404993
46,71.30638561933844,38.56786163866215,84.24130175049737
56,57.08057971209888,66.3521928878522,85.89988390604343
50,66.40906866094487,49.00722119068706,82.22196704315087
51,59.85223823286607,52.910982471339366,84.41325452486495
50,62.56476327751645,51.36775651007872,82.68944970709285
49,65.7819703960568,38.24145721500838,84.19579398158757
53,61.4541354212831,56.200612049660464,86.09999925302584
51,60.52981734099173,54.76697624174244,83.96727209644051
48,71.19539493001315,45.730164867964675,81.86709939013897
50,68.66054993757592,39.16521630513881,84.87982513317867
53,57.953595973855926,60.99659603682659,85.58033892373473
54,61.98784539361219,63.180095730233205,86.23300662407071
48,69.48710421112504,44.578827292450825,81.0509142041162
50,63.15966202554419,47.66542863218095,83.96296153610228
48,71.7498462356458,47.7432502395761,84.14957363155584
51,65.98531070993785,58.73568027576667,86.74566219721794
47,70.15353223400052,46.00436737098616,82.46305128383455
51,67.44980118922601,49.144557824863085,88.98770323471385
56,55.12074887138675,70.07085305485174,86.27126850662349
49,66.18750007788779,46.82207589054795,82.85811703749323
53,57.96232465691914,60.857661153911295,85.48564121059854
48,71.39278962533055,46.956664136406715,83.51331225757804
52,62.80925059262114,59.97100556152091,83.91525069293152
51,67.66985674365256,59.350619680207814,85.53704550425542
53,62.00711319419466,55.885437387875186,83.73979919187813
47,74.37339205620157,35.972477551754565,81.84291651368625
52,68.3314294507447,56.61471053125567,82.20631651098077
54,54.90390036763658,67.73683531743177,86.62565643878078
50,69.48132957628486,48.54420589673916,85.15832882161803
50,64.90657002662537,42.26931117287202,84.98065588514493
43,83.0751201676621,32.81909087841967,79.528751864365
52,64.93773617065752,46.92793224428945,87.351947708609
56,58.91495980628744,69.08795349442423,86.7823456079878
45,77.04901841007718,40.923706007880014,80.22004397749741
52,65.93970611349069,52.966279076777255,87.84121938866707
47,70.7845270753336,38.68594499011141,81.37152411162705
51,65.24638357712924,57.76924158891313,84.79442952371306
53,61.24419310015732,66.18113512748911,87.74426794731743
54,63.02749008620188,69.5698637235551,85.77069757755417
53,60.98215603782744,57.54826863320659,84.75586000090028
48,68.0524757091423,46.854505045301124,80.71534774761255
50,62.21864190820618,50.730568734979784,82.82286806711738
52,62.49086048681308,54.40842246451584,84.11321904600338
53,61.05466415511374,64.07313653996249,84.74740073075164
50,66.87675193815869,48.18357499891687,83.82695844111713
48,67.19190532687215,39.89151862202681,85.00910546041078
52,63.299466810681295,50.68218691294268,88.19184123289571
52,60.71495495561423,57.813411185635346,86.01646408266676
52,60.336264928271504,55.89706653750156,86.56328608905909
46,78.51460314715328,31.968622393556842,82.62523466256505
49,57.27291255330471,43.79939749542339,82.94221048863626
48,74.6648996655265,39.95265728802411,83.94317870111676
52,66.99129102832373,58.026684568687386,82.73132004744753
45,75.68674343184671,35.206215468666244,83.48246035366992
50,63.23080631109673,51.88197552997565,84.35716347582564
51,72.33277658793597,49.91259949282124,81.52533437671765
49,64.15653654076898,51.622494142434164,81.18910554403558
57,57.553619624050896,72.5728084222377,89.00009239076627
49,62.421690620184094,43.998552752315845,82.7506299304186
55,59.07240267121075,70.1208356368536,85.6384824430734
52,67.1922615665103,54.2278759627452,86.78970290824894
51,64.11552705112425,49.28812717333619,81.09320070053053
48,67.50645559683639,41.902157139258236,81.66652616103363
52,66.65349835170196,59.14123273376242,89.94593175314897
50,66.30761236993504,45.72217036929146,83.22612571179639
40,78.43412014011359,25.151377012436868,78.15368589413174
46,75.03220783136831,35.387326611269145,83.51402904719212
53,60.194219696581285,54.3831572841122,83.99772797945701
50,63.091988045386145,57.079391681830316,85.22894217331023
48,72.89096769439662,49.63399090589161,83.12684021835591
49,64.84883675302481,50.26086634417004,81.55118292964278
53,62.1322196797976,59.05386796276758,85.38037741867097
55,57.365408481218,62.35763992590998,85.69320890641261
54,56.76295057172918,67.48536280710155,86.27911860363264
49,68.6797017873365,53.55335173865993,86.00228591281575
53,65.76541046175427,55.32843897794422,83.27130357775785
53,59.244546695870596,56.70411257201977,88.73877559427362
50,65.99863514951849,45.034423082432625,84.52983735872773
50,64.06376533541756,56.32073935337897,86.42181177560177
48,63.79608954877749,46.9339833198068,84.61930273704853
50,65.55675778015153,61.71981593163105,83.0093793841869
50,59.799302600472686,56.49591432487193,81.63043611822286
48,63.61458321423602,38.05219533826835,83.2950274745942
52,64.25628809894367,59.20822493842766,83.22756489064578
48,66.02569059652619,46.64478018537645,85.69617667442289
55,60.43322706752781,71.33871728796277,85.09904912882246
50,67.97504718387944,52.853488056708926,83.43536318116196
54,59.68767865099579,62.31978656563399,87.20688280689821
50,67.10577536547206,46.76241134189837,83.6228907231142
53,66.5961585320926,60.27145504307694,84.33152015958532
52,63.615073804877966,59.43401587036965,85.48080535647024
50,68.47409664135395,47.87957396880637,84.33598171697847
45,75.11049659445189,33.20456205346076,81.03710784114554
53,54.57322955246961,67.11468792974546,84.4232598068615
53,60.12212189940908,66.80485489357241,84.31566354079743
55,60.48166139254529,56.14307568832851,88.63771787475264
49,71.48842007465507,52.144394931114704,83.30792069820117
51,65.96092679203332,52.226961801188395,83.73091679755632
54,61.744122235598326,65.42887227458183,84.59692834467272
52,62.6251555127229,61.18674249217253,84.46735024114301
51,66.74435086715125,52.19696606822416,84.80580725039573
51,64.2336417477493,53.1325543990435,83.5888680718756
47,64.75161577354744,37.27354342808255,81.02900454080573
52,64.63575947818474,53.38706482113156,87.29501555183609
52,68.31703815997804,50.404838561692344,83.804890259904
53,65.76268602188429,63.306875697959725,86.01075275719481
48,65.3658023663228,43.12212450940868,80.2603527337457
49,77.63631196398109,50.60864782502489,81.9864896181672
51,63.728048551647916,55.2460971138743,84.95420660954674
56,53.98458113874317,68.37112933679339,84.82536370573513
51,60.35333900778028,58.78949761924278,82.99918161578286
49,70.96412065399625,49.65857324181442,83.09936628884387
52,67.65410683945777,50.30462607696771,88.50853177921428
53,70.66809012233139,56.82002368168372,86.50931427693891
54,53.9419203155542,59.430881471106545,85.29558612325243
56,58.36356184608685,68.254127846372,87.6755621323453
47,68.50492063518263,37.584785655140934,83.72752313542696
48,69.61586341649078,47.53329212629063,85.31803786164616
46,69.7674516715333,42.11413021903434,82.25190716234255
52,58.6952371393573,61.81018947046533,84.74851848965808
59,54.5005203077332,82.40085057970552,87.69846242326977
47,70.9674383002555,44.16219245745211,81.68738990122499
56,58.717926046379986,66.42591245914466,88.69140011643657
53,62.35889257196315,66.38963088839921,86.578503552987
50,67.51097087678322,53.29156121786377,87.83896371021477
53,61.23462927535469,55.10634171402273,85.63410784301695
49,69.04226717595864,42.076001932208186,83.42801151155366
51,70.23893992499109,55.016094740888065,84.66342906315171
54,58.47614736949748,64.82688588448897,83.24062093317701
49,65.72417948808956,46.35125967402618,85.3323901960454
49,69.01197808927026,44.016297409331486,83.65056450495932
46,71.57846113304876,41.281010403257994,82.31146679925217
49,71.20270170358697,51.22919105239967,82.50527363661729
49,71.8416314823339,45.00844294452864,84.68721190189497
53,60.388881744203886,58.24259132825935,89.28904076358907
53,58.268834025793424,63.667430371479355,87.56038720769352
50,67.44208149180336,58.72517533783514,81.23303430650267
53,56.07042107250885,60.70250958998517,84.94544877744445
53,67.28227031258085,56.04564681822049,84.68950455938366
42,75.00837551662809,25.343958905715326,80.37265935569773
53,61.64342459663919,56.57164706250424,86.60488427283765
48,67.00495365414685,46.00390867177239,83.03922010947706
48,72.74422719400894,48.82402385452161,79.4968920202514
50,76.56824463235401,48.40216424928121,85.20913068175778
46,71.36919753431036,35.059707588375915,81.29513701404655
51,66.31579257860535,47.86860065895334,82.93066038343541
49,68.6178554932342,38.469376656159284,84.96949014682161
45,76.82391634674696,35.803555607081194,80.27527953447233
46,70.47530586132694,37.084666769242205,83.33483381033778
55,54.71847111794878,64.50288729904653,84.99316985203059
47,68.74171960353797,38.56080621088901,81.06890051647113
48,67.95835146391764,47.6155747237527,83.80333177652804
47,66.48483521003944,41.09900425438016,83.22787711995973
52,58.53307287674555,53.273408203499685,84.42421661202708
57,57.66861230000613,73.95775024642731,86.4941190941831
52,65.11010540585117,62.19076447863287,85.98249597718976
55,58.733731201519916,75.17733246169854,86.45040044093766
43,66.91735974628772,28.105833622141688,75.36386294467195
47,71.7089252366975,40.5973759793055,81.0134128764596
50,71.26912570459876,48.41381148661128,83.67183922669003
47,68.92267361843045,46.780452940521684,83.66043506005524
48,63.17533764725056,52.723935942905996,84.62472671559368
47,70.90385486355194,41.09751317411448,85.13985503566181
49,76.7417471264683,52.76927871756112,81.73238295647917
51,70.08009053047957,49.51919027760505,85.65841792339148
48,72.0350659220409,48.433181993797376,83.71456532450163
49,67.72778794645168,43.430686133974035,85.59457546832303
50,62.185481749152274,54.073088070693984,85.67671239052171
50,67.56621504436899,49.864981365820256,81.7331194835113
54,60.866657495527505,62.12631270208189,88.73990788285454
54,61.27126820229181,60.63479852453716,83.9257399662472
55,58.69191442585475,63.81357502995414,84.16364226127354
56,58.64605372468857,63.93346501231491,86.78203065258404
52,57.63137435363767,56.3059773123029,84.94322104647748
52,67.74529519313467,65.24771141872066,83.7594234547887
50,65.55802555873355,58.77953477343928,83.00161133118598
51,63.2695401075393,52.25706713238546,83.07638049579816
55,51.64739378869504,64.6214491194358,86.89977381253053
54,63.978091518447755,58.189973995441505,85.33417401845782
50,68.92293072987636,48.93317105682789,83.75225170641198
49,64.19186003947638,54.36445590393333,82.71030835337069
50,67.58727831105293,48.15698752653606,84.02641637815438
55,59.26469047908809,68.62658792427533,91.96671268144044
52,61.111170827381386,58.32736265771649,84.21963727840046
51,67.3799949722661,48.24041006101828,84.24942856995915
47,65.13040009412227,41.245932425416896,86.8783685744848
49,73.57170681342146,52.302026876560916,83.85003226445974
48,61.514607613435004,52.61584498126089,85.78150359238245
52,63.47410610377449,61.24136513987506,84.22850148589973
49,69.95405496440776,47.26183198802627,80.84189266156024
45,68.53892923590153,23.7219445451058,82.52270839384093
52,61.716909084241976,56.87965765508537,86.13524129638793
53,60.448399390416725,59.191499462480266,86.96027031549042
50,62.041621966139246,52.63254197421833,84.61456322710619
54,58.65458645711226,63.724745920900546,83.79147368694133
46,66.6458480879695,39.081422133499785,86.49539535415629
48,67.01433537947311,37.98731959428454,82.32429704289297
47,69.27033956834464,45.85690182638467,87.3641292674161
47,73.697673399123,31.617525128129728,82.43532416216918
52,62.527874431862884,60.98286277412237,85.5206673811121
50,63.351016371287855,49.630814552540585,83.23384884955478
51,64.7350997669029,49.11900858637597,84.02348653643858
53,58.47201221526933,58.30967993390047,88.57533894426152
52,66.60249267743353,54.13692989326145,85.50412656381523
48,73.1600633059854,48.31249939216235,82.41337268064548
50,64.05673879782562,47.280502442822666,81.68074577818237
53,58.00254690955589,58.660815423730696,88.62892638894745
48,61.84168453501587,43.49431437170301,81.84988027068648
55,56.20266295257602,66.67344076554687,88.25903006071616
52,66.12261166251821,53.84151883265139,85.1463402394791
51,68.31192265336493,55.60648394756757,83.78895466972824
46,76.80901483599874,32.21657869728011,82.43448424521138
48,67.55427929335238,44.82723341686645,82.2756462647203
53,64.06932702636284,63.048863200204664,84.81073706226128
50,67.36691366029608,46.95106770108018,85.01311512734742
45,68.70913592938433,40.298595266272514,79.23098294969893
48,68.40847855920497,40.48157085647128,81.78867778986614
54,62.63784882255901,57.734861901258284,86.49233084219996
46,68.47037367814931,41.70752689481196,81.7690107941049
50,63.802773125873614,54.848248315052444,86.1188220576938
49,65.81348189252559,50.84416935715538,84.63219218836718
51,62.539195414182174,54.604765411853606,82.2286300055745
51,65.88060605299124,50.52926139411133,82.05936066991396
47,69.55101840472834,42.85824335617258,83.62838466909345
52,64.60379411983793,60.19047108619873,82.51140161088817
51,67.66806505393592,58.16233815113654,86.83975258981069
49,71.20522473435818,55.31707889176889,84.81812447082405
52,59.42868817255314,57.191597523182196,84.41192813395133
51,61.62315009891087,55.904944625808724,84.31895545431573
51,67.22070251520958,56.24208524612817,85.37402429684371
49,63.62762952508247,42.55668714400281,84.5310301359875
51,62.32639845236601,51.799713108752,85.4852440005659
45,71.3507483851152,41.011414034995624,81.89022923568054
51,60.81789630149751,54.20568300302102,84.31231975354507
50,65.3885689164725,43.90253329405317,83.66297229137533
53,68.38071514953121,63.19032167320211,86.50710223552156
55,62.82803786563095,65.08753553224716,87.03779843931181
57,56.09327083143509,72.71458536012261,85.50050741136215
51,63.05054844096318,44.923181887285295,84.73778228895897
55,58.4183285187287,62.84713038437363,89.49243833121461
52,61.705674995278514,52.44881964354147,84.06843907796244
51,68.72311448308685,54.70152397866255,83.69705998996994
50,69.60460655472275,45.51512143040554,85.83595764594537
53,63.36262041072874,63.69985157782432,87.82871088087192
47,67.87869057980382,42.27882190791348,82.157509358525
54,68.57163094766153,58.89041426944354,87.57933983320467
55,56.19170139985742,62.687574873566746,88.37380435181251
46,71.71493511751734,35.42307806732427,78.47040108769355
56,52.58162541239594,72.48726159019205,89.61848094938928
58,57.91653834956733,68.21732933136781,87.95802983763897
48,71.2920208220126,51.57495796216648,86.44847240227435
50,69.50422676490692,46.18352002483064,85.5545927521714
51,62.39843201800389,53.763369258650414,84.23493965192253
46,68.27735713740302,36.52770555272619,82.45018101803814
50,68.18992976040471,56.577046044793406,82.92679062507571
48,67.8481997236629,42.061542319701374,83.72306460842142
44,75.28859014453043,34.93596418094961,81.68687980337548
49,65.63020338854723,44.80875855833452,83.57152804028166
52,64.60805237729956,48.98559368586345,86.0173611906198
54,55.922002992674166,59.86667457786797,85.10596891950512
49,64.35572307906827,46.1629768028663,82.39812733779303
50,65.91470261594533,50.82904556638107,84.15706344178167
48,65.99070698215903,44.46588803226538,85.60572585780817
45,81.68849232401459,34.44719144396436,78.659193831962
49,72.9788218317014,49.40872736840268,82.61678399294664
55,59.45960228381587,51.54705043988071,87.10768846607522
53,72.73039747639895,62.836118826261696,87.31033216064247
47,73.93320975058792,50.82198246008738,79.35094803296414
56,59.816018312396906,62.828093755343815,84.78008611693761
49,69.38805576731585,53.04293083220813,82.7205368649895
55,59.92421226499232,63.58425570745612,87.47103866501786
55,59.41013815581695,68.55017838760904,86.33462500147783
48,70.05309269520967,45.72965074243743,83.71490539753344
49,70.3186717473186,44.06541051964524,83.85973640298283
50,65.65449545272648,56.11611663569062,83.50027875597758
50,67.64461078073697,51.41351906583097,83.74636671085709
50,64.18289214384637,49.617712610213715,85.29973480879615
50,70.9860559758283,54.43764429556944,84.08916985876297
46,71.72221056235422,41.202850167300454,83.03420287709102
53,59.66012024214986,64.91314817081502,87.59985928651719
49,65.03360219159109,47.83965884009643,85.69712989468347
54,55.04332273819449,57.52186821632091,87.18443066892765
53,63.010073858923505,57.67135547810116,86.78898962387942
53,67.64046788522204,57.77022580055606,84.02000384451719
51,56.73069834548146,52.829650273456025,82.91508977526499
53,63.12115529361884,62.22237889034915,84.824168908818
53,60.32249614097806,59.9646174733881,82.94929401819564
50,67.12538423306916,47.43521876484712,84.11815246893457
50,65.01824052251902,46.98998150635529,84.0346176026037
54,64.72865321175433,58.47962775174486,85.7599484969894
50,64.77687140529683,58.11162489951124,82.11592289990674
48,66.37781318087283,43.22959275037593,84.33752943692869
48,69.19791739155819,47.0551518528755,81.25916571655173
54,58.469629450572,70.19506367215519,87.7464351168383
46,70.71966083113679,37.73666233088511,80.39215496044116
46,73.03221219365582,39.17285602507022,82.60038104955721
49,67.78427884954343,40.053492154235755,80.59732539994297
50,69.7757158561567,53.087926769888554,81.67545511442819
51,68.13769275590971,56.72779318625001,85.6575022361568
53,61.91410958666047,44.4898833973146,83.04783547071128
51,68.0412025057613,59.27747760118626,88.72317509711641
50,68.68314240366774,52.792580286626674,86.55856267431406
53,63.080339027416684,57.2661668109466,83.96375214091334
51,61.82619165936782,48.41558806477431,86.38218377147373
47,71.59904018122609,41.84025664809036,82.16514184878817
48,66.3578243285657,44.20107751152909,84.50458323536692
45,68.8980839048005,40.226544986453916,78.92726455060597
49,65.70253312039713,50.22097887322053,81.37851170213119
56,53.56218172042891,60.84105595495532,88.85728067724119
53,62.46550234343502,57.13327249229653,85.51215819382762
46,79.26999991734237,36.36791261920732,81.24501162471017
50,62.16873711359908,54.35469524875535,84.39191515447217
55,58.8388786350002,63.39412062643868,88.35355791998163
53,58.118386880611666,59.8155688493473,82.89034133613218
47,67.65933022061873,49.262469903664595,81.69633328664227
49,69.8176774286134,42.06297062568257,80.8069163055822
50,63.19312005684691,47.660131258887844,83.66453853140919
46,72.11672420736065,43.13445510534771,80.87836178679373
55,58.28657646879459,66.52571049079975,88.61888068917906
47,70.5051108571957,32.77351256720553,82.73161438945105
55,58.398337382836175,66.78686866717536,85.08854588412859
46,75.53836667084877,34.763227872637486,79.78450988204636
54,60.297272174615344,56.315849089724026,87.68778978407991
47,75.58948518972431,46.88984693291465,83.76058541539847
52,58.329981859053646,55.90312867199344,85.08870051919276
50,61.69233660795834,47.02505302728656,84.71716898373191
50,66.47321717048655,55.426711688883245,82.94546103712389
52,62.76051193443071,60.66395833212411,86.53341728806467
54,66.50851424683378,66.68789403623828,89.86529809275603
49,69.22816992947872,46.56677463239282,82.28053609681912
45,68.27524939221887,32.52832691897228,78.44257613145022
52,58.83571179737069,54.16917654945888,85.72134340192876
50,62.09709416093928,59.63646403757983,86.245795569539
48,60.9187086846311,44.55286982563413,81.57298277234635
52,65.39017022918318,59.053540905687925,82.21544017711236
54,61.36255605410098,59.644436441875285,84.21727749521422
48,61.709391428432596,43.011322262735405,82.61109812032248
47,67.55905154152089,44.61300259696662,81.9807148962035
49,70.94557925729256,47.407918787524295,83.57307605473932
47,66.93010262555568,44.46912627191108,81.91300638280265
53,58.36461000909868,53.46970428585243,86.3015215382411
49,67.59025125628027,49.89822420498891,81.25054168923592
54,61.05768630392075,64.38173312294805,86.18830811595066
57,55.68293746819401,68.33289161394208,89.02572972144264
57,56.91243661201672,71.13202771623531,87.33506836908583
52,62.70632191608945,56.65628651098973,84.63111596192735
52,59.428522813356594,55.82009291063028,88.17740370820707
52,62.26024734218244,50.02381916205067,84.36582956850698
50,67.10613697883814,46.940266458435616,85.38127231855829
49,64.57957841239904,47.08273965721284,81.66809898803048
46,73.74020241908647,41.53307095229488,81.2139229525807
44,75.89347432477864,33.15251405514809,80.80302460220176
49,69.22447147748856,54.68473190752633,83.42715208992438
49,72.53036718093864,42.56628852089091,82.92077155664663
47,72.7429013595593,46.043894131120936,81.77977956439577
46,69.5430642160009,29.020748964974445,82.11329617730522
56,59.207969198799844,64.78436249577777,87.24919459475737
56,66.90735901399653,64.04489623689665,87.03034713218315
51,57.08780822447196,47.6188186567573,83.62926267253597
54,57.90527663166942,66.05972959022282,88.3965989982324
48,62.64478191650893,42.81599324994514,84.2080461751359
46,67.50015111007804,39.79857190702407,80.40750168824638
48,72.3037937193073,42.914529326383104,82.58287618837326
50,64.96694222928156,57.15735738403828,82.48450575818276
47,72.49630073138113,38.63994101969942,80.83157319441658
55,61.942389070111446,70.67685701780314,86.20199463645656
56,58.65065501617367,68.7201232593562,87.79069982108425
55,58.86869054114692,71.40149638973168,89.74417516701934
53,61.843298278298306,54.37551984454538,86.35951632654792
54,60.5507196308961,62.89547076945473,86.98679970238251
51,55.478575847501276,47.997870552113994,85.73052217975295
47,74.49376131728245,36.09270180993187,80.41853197317127
56,52.745809135917014,64.59044749413715,87.56479475240579
50,67.17574071655342,47.0508509221778,83.20182479910433
56,60.16333342042314,70.0450333488649,89.34678323179817
52,65.30261608725024,53.71834298453419,83.47141396943447
51,66.08898242479029,55.70650439206025,85.63390416277981
53,58.284585352357695,64.05615815515333,84.37697463037355
53,61.20383252999788,59.94275681999929,85.10471581545333
45,71.33278577648109,25.970619755062074,80.82678821476892
53,62.858140465275966,59.892141697880874,89.56043924872574
47,70.40367560575638,30.984586422354283,80.16318030073998
54,67.90342670437909,57.41837330113208,85.67835914583021
48,73.71850716815402,49.113001646658375,83.5949097351134
48,66.56707017408193,48.79961450122269,82.57958001697432
51,62.95702643429945,56.63401782554817,85.11016375957423
50,75.0640263926693,57.116266150014894,83.19092196653486
46,73.19219624509253,39.16275067016136,82.90225758928291
53,67.93918081558618,54.43596544757676,87.2482192259744
52,62.02458971150996,62.28118143112161,83.13210488579293
49,68.90628779829558,45.91208581691848,81.84152569132237
49,71.19926069840574,47.22573689538336,81.90520039494324
53,59.01449288772989,63.50539205247182,84.67398613993035
52,60.53793626898687,58.149488875009666,84.96289917075677
47,68.32252284017756,41.460565787801755,82.87115758204828
53,62.25817702032573,54.3568142781271,81.48554094024254
52,66.35031691644248,53.29485947913079,88.62040436089038
49,68.29975630871277,43.55230534456712,80.74032620117492
47,64.73292860236452,46.644842197511906,81.58784183697327
52,62.95509209070751,46.28741378409873,85.12216199315438
45,71.97755717547977,43.122006461821655,81.61184654000314
50,65.51312941911046,52.32342755989646,83.0739028889189
49,68.13162057687995,48.29895167643707,84.20097921104127
49,71.260177268315,48.44142379544155,81.86946472451112
48,74.0020387467589,49.592175513721486,82.973183692643
50,68.5319219066279,47.80557167865041,83.02853371643974
49,62.01327243541108,40.993551663691875,84.89113702677335
50,69.1740940498158,56.23180223814862,84.5078460975576
54,66.22262492289008,65.86157939426485,87.11858525524046
49,64.95863629884317,54.1763214708117,82.10649833198471
51,64.54071565347634,52.904781405584856,86.62049059918884
47,67.98558103302614,50.90262498591454,82.28051441170645
55,58.55094316905996,68.39500346002575,88.5903259882687
53,61.2968399115381,61.57893800730906,85.29106390319963
52,59.787973965400354,55.755390672735956,84.84563461516713
44,73.90184545782537,35.392853240514654,78.78176877312106
53,69.51689251471598,60.783671362995136,85.85968813608466
53,62.75658162480363,67.07024162750037,89.01397983533268
51,60.079566490644424,54.1960255412757,85.97214865683819
50,62.945638646542776,40.17764795140809,84.58427815638171
44,74.96648114693559,35.29281059497691,83.54599434203865
48,69.93809283497524,50.71940470728697,84.41105133842537
48,66.38167241523642,47.8840798196733,81.40585113698506
51,67.81677190984858,55.783986116891924,86.6314112587989
54,64.42376772427068,63.98888736771892,83.2825411346324
49,66.28652411035861,44.83291432582544,82.32449420300006
49,73.42856728704348,45.89154638442952,83.54309215906387
51,63.622590400387125,58.00208750960243,85.3608794609267
55,58.53311471771819,64.95351267055284,86.63095520964826
54,62.761067520704756,58.701534425850696,88.8451651948455
50,65.9739312630573,51.78178135942355,86.16542469724729
51,69.9295536508941,47.31298089930746,84.25707161856157
55,54.68785784094284,67.48660422824443,86.13000658007972
51,59.29465061321321,50.71700545070527,83.94869533648344
54,57.379179813644015,56.27340423321013,81.8623594687578
50,66.823147468178135,47.8771028858487,85.53081181907098
49,68.11182574601966,48.32001337902534,80.82366921740609
49,66.66173801524275,51.10050872596452,83.51771937293995
53,59.62028488386642,59.00750093540094,85.62081015781267
50,62.165474477777735,48.26770509016629,84.28078364500558
48,64.00741211375527,48.55946212580065,85.08987468661972
